Hour,Date,HourlyDryBulbTemperatureAmerillo,HourlyRelativeHumidityAmerillo,HourlyWindSpeedAmerillo,HourlyDryBulbTemperatureAustin,HourlyRelativeHumidityAustin,HourlyWindSpeedAustin,HourlyDryBulbTemperatureDallas,HourlyRelativeHumidityDallas,HourlyWindSpeedDallas,HourlyDryBulbTemperatureElPaso,HourlyRelativeHumidityElPaso,HourlyWindSpeedElPaso,HourlyDryBulbTemperatureHoustan,HourlyRelativeHumidityHoustan,HourlyWindSpeedHoustan,HourlyDryBulbTemperatureLaredo,HourlyRelativeHumidityLaredo,HourlyWindSpeedLaredo,HourlyDryBulbTemperatureOdessa,HourlyRelativeHumidityOdessa,HourlyWindSpeedOdessa,HourlyDryBulbTemperatureSanAnto,HourlyRelativeHumiditySanAnto,HourlyWindSpeedSanAnto,HourlyDryBulbTemperatureSweet,HourlyRelativeHumiditySweet,HourlyWindSpeedSweet
3,1/9/2021,23,85,10,30,88,3,31,85,5,34,48,3,36,93,0,41,79,8,25,96,7,37,82,3,33,100,3
4,1/9/2021,23,88,8,29,89,0,34,75,0,32,50,5,36,93,0,42,79,13,27,92,3,36,82,5,32,100,3
5,1/9/2021,26,84,3,30,88,0,30,82,5,36,50,3,36,89,0,44,73,9,29,100,7,37,82,5,32,100,5
6,1/9/2021,24,84,0,33,85,0,31,82,5,37,50,0,35,89,3,43,76,11,28,100,9,37,79,3,32,100,5
7,1/9/2021,25,85,5,28,92,0,31,82,5,36,52,3,35,89,6,43,74,11,29,100,9,34,85,0,,,
8,1/9/2021,26,84,0,27,92,5,30,88,6,37,52,3,36,89,5,43,74,11,29,100,11,32,88,3,32,100,5
9,1/9/2021,30,85,5,39,82,6,35,82,3,43,43,0,41,79,3,44,73,9,30,100,7,40,77,5,33,100,5
10,1/9/2021,32,82,7,41,82,5,38,73,8,45,42,0,46,68,7,46,68,8,31,100,10,44,68,9,34,100,5
11,1/9/2021,33,82,5,45,71,3,41,62,7,50,36,0,49,59,6,47,66,7,31,100,14,47,61,11,36,100,9
12,1/9/2021,35,76,11,50,54,0,44,53,5,53,31,7,52,49,5,48,66,8,31,100,14,50,54,13,40,78,8
13,1/9/2021,38,68,13,51,54,7,46,46,9,57,25,10,53,45,0,49,64,6,33,100,8,51,50,13,44,67,9
14,1/9/2021,38,60,13,53,51,6,47,44,6,60,21,7,54,45,5,50,61,7,35,96,8,53,47,14,42,72,10
15,1/9/2021,39,60,15,54,47,6,48,41,3,62,18,5,55,44,7,50,63,7,36,97,11,51,48,9,42,72,13
16,1/9/2021,37,65,15,54,47,14,48,37,10,62,16,3,56,40,3,51,61,7,36,97,9,51,52,8,42,70,13
17,1/9/2021,35,70,15,53,48,9,47,41,5,59,23,7,53,47,3,52,59,8,35,96,13,51,50,10,41,73,11
18,1/9/2021,32,79,13,50,54,5,44,45,5,51,33,8,47,63,8,52,61,7,36,93,14,50,50,9,41,74,10
19,1/9/2021,30,85,9,50,57,11,41,55,7,47,41,9,47,63,3,50,74,6,37,93,6,50,52,7,40,76,8
20,1/9/2021,30,88,13,50,54,10,40,60,7,43,47,11,49,56,9,47,93,6,37,93,7,50,52,5,42,69,17
21,1/9/2021,29,92,15,49,56,9,40,60,7,39,55,11,49,59,9,47,93,7,38,83,16,50,52,7,41,70,8
22,1/9/2021,30,88,9,48,58,7,39,65,8,38,57,5,46,63,5,47,97,7,37,86,17,50,50,8,40,72,11
23,1/9/2021,30,92,8,46,73,6,40,63,3,35,59,6,48,58,6,48,96,6,36,89,13,49,55,6,38,82,16
24,1/9/2021,30,92,8,46,73,7,40,63,5,34,59,5,47,63,9,48,96,7,35,96,11,49,55,9,37,89,16
1,1/10/2021,30,92,8,45,71,3,40,63,5,34,61,0,47,63,9,48,100,9,35,96,11,48,56,13,37,89,14
2,1/10/2021,30,96,6,45,80,7,39,67,7,33,61,5,44,71,11,48,100,7,33,100,17,47,59,13,37,84,9
3,1/10/2021,30,92,7,44,83,9,39,65,6,33,61,9,43,82,8,49,97,6,32,100,14,46,63,14,37,74,11
4,1/10/2021,29,96,7,43,89,11,39,65,3,32,61,3,42,82,11,49,97,8,32,100,11,45,71,16,35,81,16
5,1/10/2021,29,92,11,43,86,14,39,65,7,35,57,3,42,85,10,49,97,7,32,96,11,44,71,18,33,98,13
6,1/10/2021,28,92,10,42,79,0,39,62,8,36,57,3,41,86,8,49,97,8,31,100,10,42,82,10,32,100,9
7,1/10/2021,27,92,9,42,89,8,38,65,11,37,57,0,40,89,11,48,96,10,31,96,15,41,89,11,32,100,11
8,1/10/2021,27,92,7,41,89,9,38,68,5,38,52,7,40,86,9,46,96,14,30,96,17,41,89,14,32,100,13
9,1/10/2021,27,92,5,39,93,17,37,67,7,38,52,9,40,86,11,45,97,17,30,96,13,41,89,14,32,100,10
10,1/10/2021,28,88,6,39,93,13,37,70,10,38,51,11,40,89,10,46,93,17,30,96,14,40,89,13,32,100,9
11,1/10/2021,28,88,5,35,93,16,37,79,9,38,51,11,39,89,15,46,93,15,31,92,14,40,86,14,33,100,13
12,1/10/2021,29,89,7,35,85,7,35,93,7,39,48,10,40,89,17,46,89,21,31,89,16,37,89,15,33,99,10
12,1/10/2021,29,89,7,35,85,7,35,93,7,39,48,10,40,89,17,46,89,21,31,89,16,37,89,15,33,99,10
13,1/10/2021,30,85,9,34,92,13,33,96,8,41,45,5,40,86,22,46,86,14,31,89,14,35,89,16,33,96,9
14,1/10/2021,30,88,9,34,92,10,34,97,10,42,40,6,39,89,20,46,86,20,31,89,13,36,89,11,33,97,10
15,1/10/2021,31,85,8,34,92,10,35,93,13,43,38,7,38,89,18,46,86,17,31,89,13,37,89,14,33,96,8
16,1/10/2021,32,82,9,34,92,9,35,89,14,42,38,6,39,89,15,45,86,18,32,85,9,38,83,13,33,98,9
17,1/10/2021,31,85,6,35,93,13,35,93,10,42,38,6,38,89,20,45,83,20,31,89,8,38,83,17,32,99,10
18,1/10/2021,31,85,8,35,89,5,35,89,9,40,45,10,37,89,16,43,82,17,31,89,8,37,82,17,32,100,7
19,1/10/2021,31,85,8,36,89,13,35,89,9,38,48,10,36,89,15,43,82,15,30,88,10,37,82,18,32,100,10
20,1/10/2021,31,85,6,36,86,11,36,86,7,35,54,6,36,89,11,42,85,15,29,92,5,37,82,15,31,100,8
21,1/10/2021,30,88,7,36,89,11,36,86,8,33,56,6,36,93,10,42,82,10,30,88,6,37,82,9,31,100,6
22,1/10/2021,29,89,7,36,86,11,37,82,9,32,59,8,37,89,9,42,79,10,30,88,7,36,82,8,32,100,3
23,1/10/2021,30,85,8,37,82,10,37,86,11,30,61,7,36,89,11,42,79,11,28,88,3,37,79,8,31,100,3
24,1/10/2021,30,85,7,36,86,9,36,89,11,29,66,6,36,89,14,40,79,10,24,96,6,37,79,9,31,100,6
1,1/11/2021,30,85,7,36,82,5,36,89,11,29,66,3,36,89,14,41,76,7,24,96,6,37,79,8,31,99,6
2,1/11/2021,30,82,5,37,82,7,36,89,7,28,69,5,36,86,13,38,83,6,22,96,5,37,79,8,32,99,7
3,1/11/2021,30,82,6,37,79,8,36,86,8,27,72,3,36,86,10,38,86,7,22,92,6,37,76,9,31,99,6
4,1/11/2021,29,75,5,36,82,6,36,86,8,28,69,0,36,86,10,36,89,5,20,92,6,37,79,8,31,99,8
6,1/11/2021,29,75,0,35,82,7,36,86,7,24,84,0,35,85,10,36,79,8,26,92,9,35,82,7,31,96,7
7,1/11/2021,29,78,9,36,82,8,34,82,11,20,85,0,34,85,8,33,89,6,24,91,6,34,82,8,31,95,6
8,1/11/2021,22,85,9,36,86,5,33,82,9,20,85,3,35,85,8,32,92,7,23,96,3,33,85,5,31,95,5
9,1/11/2021,23,85,8,39,79,10,35,78,9,27,75,0,37,82,9,38,83,7,26,92,0,36,82,6,32,96,0
10,1/11/2021,28,81,9,41,73,9,38,70,11,33,58,0,38,76,13,44,63,15,29,89,3,41,67,10,34,90,0
11,1/11/2021,30,82,13,43,71,13,40,65,8,36,52,3,40,73,10,46,58,15,33,75,5,44,60,17,35,85,0
12,1/11/2021,32,75,11,44,63,6,42,58,8,37,52,3,43,68,9,48,52,10,33,70,3,44,60,14,36,81,3
13,1/11/2021,33,75,11,45,63,8,44,49,6,40,47,5,43,65,13,49,52,8,33,70,0,44,63,10,37,79,6
14,1/11/2021,36,70,13,47,59,13,46,46,7,41,43,8,43,65,14,51,46,9,34,67,0,45,58,8,37,77,8
15,1/11/2021,39,65,15,48,56,7,47,41,5,43,40,7,44,63,17,51,48,14,33,70,0,45,61,9,38,74,6
16,1/11/2021,39,67,10,49,52,8,47,39,9,44,38,5,42,68,13,53,43,9,34,70,5,45,58,13,38,74,7
17,1/11/2021,39,67,10,48,56,13,46,38,5,43,40,5,41,67,14,52,47,5,34,73,7,44,60,7,37,70,3
18,1/11/2021,34,75,8,45,58,3,44,41,0,41,41,3,40,70,14,48,54,6,32,79,7,43,63,6,34,79,6
19,1/11/2021,28,85,9,41,79,8,42,45,0,40,41,5,39,73,10,46,58,6,29,85,6,41,70,3,34,77,5
20,1/11/2021,27,89,9,37,86,0,39,53,0,37,44,5,39,70,10,44,63,6,29,89,3,40,73,5,32,80,8
21,1/11/2021,27,89,7,32,92,0,38,55,3,37,44,0,39,70,13,42,68,6,29,89,0,37,79,3,29,83,7
22,1/11/2021,24,88,9,32,88,0,35,64,5,36,46,3,38,73,6,41,70,5,27,89,0,35,82,5,28,86,8
23,1/11/2021,23,92,9,29,92,0,36,67,9,33,49,3,36,79,5,40,73,8,28,88,3,34,85,6,28,86,8
24,1/11/2021,22,92,9,29,92,0,34,75,5,31,49,7,36,79,6,38,79,7,28,88,3,32,85,7,28,86,9
5,1/11/2021,26,78,6,35,85,6,36,89,7,,,,36,86,10,36,86,9,23,96,8,37,79,8,31,98,7
1,1/12/2021,22,92,9,33,85,0,34,75,5,28,53,3,36,79,6,36,86,5,28,88,3,32,85,6,28,88,10
2,1/12/2021,21,96,8,28,88,3,32,79,5,23,65,3,33,89,0,35,85,0,26,92,5,31,89,3,28,92,10
3,1/12/2021,22,92,0,30,92,5,33,78,5,20,68,3,33,85,3,34,89,0,25,92,6,31,85,0,27,92,11
4,1/12/2021,22,89,0,27,89,0,34,79,0,22,66,0,32,88,0,33,92,0,24,91,3,30,88,3,27,92,10
5,1/12/2021,19,92,5,26,88,0,31,82,3,19,71,5,33,85,5,33,92,5,25,88,3,30,85,0,27,90,10
6,1/12/2021,22,85,6,32,92,0,30,88,5,19,71,8,32,88,3,32,92,3,26,88,6,30,85,0,27,89,11
7,1/12/2021,19,84,5,26,92,0,28,92,6,20,74,0,32,88,0,33,96,0,25,88,5,31,85,0,28,90,10
9,1/12/2021,22,85,7,34,89,0,34,89,3,26,63,0,37,82,6,38,97,5,25,92,6,36,79,3,30,88,8
10,1/12/2021,31,89,6,42,79,3,40,70,5,36,46,0,42,76,5,40,79,0,30,92,8,40,77,0,31,86,8
11,1/12/2021,41,62,5,48,58,6,44,60,5,41,41,0,47,63,3,42,76,6,35,78,9,44,65,0,35,79,9
12,1/12/2021,43,58,6,49,55,0,48,48,9,43,38,0,50,52,0,45,71,3,38,73,9,45,61,8,36,77,13
13,1/12/2021,49,41,6,47,56,6,50,43,11,47,31,5,51,48,0,46,63,3,42,65,6,46,56,0,38,77,13
14,1/12/2021,50,39,8,50,48,5,52,41,9,51,26,5,51,48,3,49,56,0,45,54,7,48,52,5,40,73,15
15,1/12/2021,52,37,5,50,44,6,51,41,7,52,24,3,51,48,0,50,54,3,46,51,7,48,54,10,41,71,10
16,1/12/2021,53,37,0,50,43,6,51,43,11,52,23,0,50,46,0,50,54,0,48,44,9,48,52,8,41,71,7
17,1/12/2021,52,35,5,47,52,10,49,50,8,50,25,8,50,48,3,50,52,6,48,42,7,47,54,6,42,72,8
18,1/12/2021,48,41,0,47,56,5,45,56,6,47,25,7,49,52,3,48,58,3,46,47,7,46,56,6,39,74,8
19,1/12/2021,40,55,8,42,65,5,45,58,7,43,29,3,48,56,7,45,68,0,42,58,6,44,63,7,37,79,8
20,1/12/2021,35,61,10,39,70,5,45,58,11,42,32,7,46,61,5,43,74,3,39,65,8,42,71,7,36,84,9
21,1/12/2021,30,79,9,38,73,5,43,65,11,43,34,8,43,68,3,41,76,6,36,73,7,41,70,7,35,86,10
22,1/12/2021,30,85,11,35,78,5,42,68,10,40,35,7,45,66,0,39,79,3,33,78,6,40,73,3,36,87,13
23,1/12/2021,31,82,14,36,79,6,39,73,8,38,37,3,44,73,0,38,83,3,34,75,6,36,82,5,36,86,11
24,1/12/2021,35,72,14,35,82,3,37,76,3,34,40,0,43,71,6,36,86,3,33,78,6,35,85,3,36,84,14
8,1/12/2021,15,88,7,26,88,3,29,92,5,,,,33,89,3,36,97,3,23,92,5,31,85,0,28,90,10
1,1/13/2021,35,72,14,37,76,0,37,76,3,26,48,6,43,71,6,36,86,3,33,78,6,34,89,5,36,85,13
2,1/13/2021,33,66,13,32,88,3,32,88,7,24,50,5,41,79,3,34,92,0,31,85,8,34,85,0,34,88,13
3,1/13/2021,28,72,11,30,88,0,31,89,5,27,49,3,38,89,0,32,92,3,31,85,8,32,88,5,33,87,13
4,1/13/2021,25,81,11,34,89,0,33,89,10,25,48,3,37,89,3,33,96,0,30,85,8,35,85,3,33,80,13
5,1/13/2021,23,81,9,29,89,0,32,88,10,24,50,0,37,89,3,30,96,5,30,82,8,33,89,0,32,84,11
6,1/13/2021,23,81,7,36,79,0,33,89,9,21,54,0,37,89,3,30,96,0,32,73,9,31,89,0,32,83,13
7,1/13/2021,26,78,7,30,88,0,31,92,9,21,57,0,36,89,6,31,96,0,29,78,7,31,89,0,34,79,16
8,1/13/2021,22,82,7,29,82,3,31,92,9,26,48,5,37,89,3,30,96,0,29,78,8,31,89,0,33,79,10
9,1/13/2021,26,84,8,40,77,3,37,86,13,33,42,3,42,76,5,39,96,0,36,62,10,41,70,9,36,72,13
10,1/13/2021,38,62,7,45,74,0,43,68,11,38,36,0,48,63,6,44,76,7,42,47,21,46,61,9,38,72,10
11,1/13/2021,42,53,9,51,59,7,49,56,10,46,29,5,52,55,8,50,59,6,46,42,16,50,54,13,42,62,16
12,1/13/2021,49,38,11,55,47,3,56,40,9,47,28,5,55,51,7,55,51,6,50,38,21,54,49,10,46,59,14
13,1/13/2021,58,25,6,61,39,6,60,28,13,51,23,0,57,45,7,57,47,5,54,31,21,57,44,9,52,48,18
14,1/13/2021,61,21,7,64,34,11,61,27,13,54,19,3,59,42,6,61,41,3,57,27,21,60,41,10,55,47,15
15,1/13/2021,61,21,6,64,35,10,63,26,13,57,17,11,59,42,8,64,35,3,60,23,20,62,34,11,57,41,13
16,1/13/2021,62,21,3,65,36,13,63,28,14,58,15,9,60,39,8,65,33,7,62,22,18,63,31,11,58,40,16
17,1/13/2021,62,23,8,62,40,15,60,38,11,56,15,11,58,42,6,65,33,6,62,21,14,62,31,10,56,43,10
18,1/13/2021,56,28,0,59,41,5,55,47,11,52,17,11,55,49,5,57,45,8,58,24,9,60,33,8,53,47,11
19,1/13/2021,47,39,6,51,56,7,54,49,11,52,17,6,52,55,6,52,57,6,54,29,10,56,40,6,50,49,14
20,1/13/2021,45,46,6,50,57,9,50,57,11,53,17,10,48,63,3,50,59,8,50,32,9,54,43,0,49,49,15
21,1/13/2021,47,37,7,48,61,9,48,68,9,52,17,6,47,69,5,49,64,6,46,37,7,53,43,0,49,48,17
22,1/13/2021,45,40,10,44,68,5,47,71,11,50,18,8,47,69,6,48,63,6,50,28,15,51,46,7,50,42,17
23,1/13/2021,42,49,9,37,79,5,48,68,15,52,16,11,46,68,6,48,63,8,47,31,14,50,50,6,48,42,16
24,1/13/2021,46,46,10,43,71,8,47,69,13,40,24,3,43,76,5,50,59,8,45,34,10,49,52,3,47,44,16
1,1/14/2021,46,46,10,44,65,0,47,69,13,37,27,0,43,76,5,51,56,15,45,34,10,42,68,0,46,47,14
2,1/14/2021,43,49,8,46,68,10,43,76,11,38,26,3,41,86,6,49,61,11,43,42,10,40,70,0,44,51,16
3,1/14/2021,45,44,13,44,71,7,42,76,10,38,27,3,41,86,5,46,68,6,45,37,13,38,76,0,42,52,11
4,1/14/2021,45,46,15,42,73,7,42,73,13,35,29,3,42,85,3,45,71,6,45,37,11,37,79,0,44,52,16
5,1/14/2021,44,53,34,41,76,7,42,68,9,33,30,0,44,83,5,41,79,6,46,34,11,36,79,3,44,53,16
6,1/14/2021,41,51,29,41,70,0,39,76,0,33,32,5,45,86,5,40,86,0,48,34,13,36,79,0,44,59,13
7,1/14/2021,39,53,33,38,83,3,36,82,5,32,32,3,46,86,5,39,86,3,48,37,17,35,82,0,45,58,17
8,1/14/2021,37,59,22,40,79,10,40,79,7,34,29,5,47,86,3,38,89,3,47,50,17,37,79,3,49,50,23
9,1/14/2021,36,62,17,47,66,9,49,52,15,40,25,0,53,80,7,46,77,0,47,52,26,46,68,0,50,43,28
10,1/14/2021,40,49,17,55,51,9,52,50,21,46,21,0,59,64,7,52,64,0,47,46,30,53,55,6,52,34,25
11,1/14/2021,45,35,28,61,43,6,58,39,29,54,17,5,63,48,16,61,48,5,49,41,30,61,39,5,53,29,30
13,1/14/2021,47,25,23,,27,20,62,25,33,62,15,6,69,38,16,74,26,5,52,32,25,,21,16,57,19,25
14,1/14/2021,47,22,23,69,31,25,64,22,20,65,14,6,71,34,16,,13,14,54,30,21,,26,20,56,21,21
15,1/14/2021,47,13,21,69,30,18,62,21,24,66,12,5,70,35,10,,13,24,54,28,14,69,27,21,55,22,15
16,1/14/2021,45,13,18,68,30,16,61,20,20,68,11,14,70,34,14,78,18,18,53,27,16,68,25,17,54,21,15
17,1/14/2021,44,15,13,66,27,16,59,18,17,66,11,9,67,35,15,77,18,16,51,29,10,66,25,16,52,23,10
18,1/14/2021,37,24,8,62,25,7,55,22,17,61,13,3,62,41,9,71,25,13,48,34,8,63,27,10,46,32,6
19,1/14/2021,36,25,5,58,29,9,51,27,13,57,15,6,60,44,11,67,31,14,43,45,6,60,30,9,43,38,7
20,1/14/2021,38,27,5,57,28,10,50,30,13,55,18,11,57,47,5,61,39,7,39,57,0,53,38,6,42,36,6
21,1/14/2021,37,28,8,55,26,10,49,31,10,59,15,5,54,55,7,58,44,8,36,64,0,54,31,11,42,36,6
22,1/14/2021,38,30,16,51,28,9,47,33,11,49,21,10,54,53,11,58,44,9,33,78,6,51,35,7,42,33,5
23,1/14/2021,35,40,13,50,30,7,46,34,11,47,23,7,53,43,13,58,39,11,33,72,0,48,37,7,41,34,6
24,1/14/2021,34,42,11,49,32,7,44,38,11,46,23,0,51,43,9,55,42,9,31,79,8,46,38,7,40,35,6
,,,,,,,,62,28,29,,,,66,43,16,,,,,,,,,,,,
1,1/15/2021,34,42,11,49,31,3,44,38,11,48,19,11,51,43,9,51,48,3,31,79,8,50,28,16,39,37,7
2,1/15/2021,32,43,11,45,39,6,42,38,14,50,17,13,49,41,7,49,48,5,30,79,7,50,27,15,39,32,6
3,1/15/2021,31,45,14,45,39,5,43,35,15,48,17,13,47,44,10,46,61,6,29,82,8,48,29,15,34,47,7
4,1/15/2021,29,49,15,39,53,6,43,35,17,46,18,11,46,42,8,43,68,7,28,78,7,46,31,7,33,48,7
5,1/15/2021,28,49,16,45,40,8,43,32,14,47,17,13,43,49,6,42,71,6,27,81,8,45,34,11,36,41,10
6,1/15/2021,28,49,17,42,38,6,42,33,16,45,18,8,41,53,8,42,62,6,26,78,6,44,34,8,,,
7,1/15/2021,27,49,16,45,37,9,42,30,18,44,18,6,43,49,8,40,65,7,24,81,5,45,30,13,35,42,9
8,1/15/2021,27,51,16,46,34,10,42,30,17,40,21,6,43,49,8,38,76,6,23,85,7,43,34,11,35,41,8
9,1/15/2021,31,42,18,49,31,14,44,27,20,47,17,3,51,32,10,45,56,6,30,72,7,47,29,8,42,28,10
10,1/15/2021,35,32,23,52,25,15,47,24,23,52,14,0,54,25,13,53,37,6,36,59,6,51,22,16,45,22,21
11,1/15/2021,39,26,24,55,22,16,49,21,24,57,10,0,55,23,16,59,24,10,43,34,6,55,15,18,46,19,24
12,1/15/2021,42,19,29,57,15,10,51,18,24,57,11,5,57,21,16,61,18,9,45,23,10,58,14,15,48,19,20
13,1/15/2021,45,13,36,60,16,17,52,17,31,59,10,7,58,20,18,61,17,8,48,19,9,60,14,17,50,18,23
14,1/15/2021,46,13,32,60,15,17,52,17,28,61,10,0,59,19,16,63,15,6,49,19,6,61,14,14,52,16,20
15,1/15/2021,46,11,36,61,14,20,53,17,31,64,8,11,60,17,17,64,14,7,50,18,6,61,13,16,53,15,25
16,1/15/2021,47,11,31,60,12,15,53,18,28,65,8,11,60,17,18,64,14,6,51,18,3,60,12,9,53,15,22
17,1/15/2021,46,11,25,60,13,11,52,19,26,63,9,6,58,18,13,63,15,6,50,18,6,59,13,13,52,18,15
18,1/15/2021,43,12,16,56,16,6,50,21,16,58,11,5,55,20,15,59,19,7,48,20,3,55,16,10,46,28,11
19,1/15/2021,39,16,14,53,19,5,49,23,15,57,11,5,53,23,7,56,24,3,44,25,5,52,20,5,44,33,9
20,1/15/2021,38,18,15,46,27,5,46,27,10,54,12,0,49,28,6,56,24,3,38,37,0,49,25,7,41,40,10
21,1/15/2021,37,20,14,46,30,7,44,31,10,48,14,7,47,31,5,51,32,6,31,67,5,45,31,8,38,48,8
22,1/15/2021,35,21,15,44,34,6,44,31,10,46,15,0,47,33,7,51,29,3,33,52,5,43,34,8,36,56,10
23,1/15/2021,34,22,9,46,31,6,44,31,11,44,16,0,47,34,9,47,42,5,31,59,7,40,38,5,36,59,10
24,1/15/2021,28,34,8,44,34,0,43,32,14,39,18,3,45,39,6,43,51,0,31,61,7,39,41,6,40,43,9
1,1/16/2021,28,34,8,43,37,5,43,32,14,37,20,3,45,39,6,43,53,0,31,61,7,38,43,6,40,44,8
2,1/16/2021,26,51,8,43,40,7,40,38,14,38,21,3,45,37,8,40,58,0,30,61,6,37,46,8,36,53,5
3,1/16/2021,28,51,6,42,43,6,38,43,11,31,25,5,43,40,5,38,68,0,28,66,6,36,48,7,37,46,5
4,1/16/2021,21,62,8,44,38,5,36,44,7,34,23,0,45,35,8,37,73,0,28,63,0,34,52,8,32,66,10
5,1/16/2021,22,63,8,43,40,6,38,41,10,31,25,5,43,40,9,37,70,0,28,63,0,35,52,0,32,69,11
6,1/16/2021,23,63,8,40,47,5,35,48,9,33,25,3,41,43,8,36,73,0,26,71,0,33,56,0,32,66,11
7,1/16/2021,26,57,7,39,50,0,35,46,9,30,26,0,39,48,7,31,79,0,25,75,0,34,54,0,31,71,10
8,1/16/2021,32,47,6,40,51,5,35,46,10,33,24,0,40,49,7,32,75,3,26,71,3,35,52,3,32,68,8
9,1/16/2021,36,44,6,46,40,3,39,39,8,39,20,0,46,37,11,42,65,0,34,61,3,43,40,5,39,53,8
10,1/16/2021,40,36,8,51,32,8,42,33,8,45,20,8,51,31,11,50,41,0,43,40,3,51,28,6,44,44,9
11,1/16/2021,42,36,3,54,25,7,45,34,6,52,15,11,54,28,9,59,24,6,50,35,10,56,24,3,50,32,13
12,1/16/2021,49,25,10,57,23,5,49,28,7,60,12,8,57,26,9,64,19,7,55,25,16,59,21,6,56,21,10
13,1/16/2021,51,21,16,60,17,5,52,25,7,64,11,6,59,23,9,68,17,6,57,25,14,62,17,0,60,16,8
14,1/16/2021,52,21,7,62,16,0,54,20,6,64,11,8,60,22,8,70,14,9,60,22,15,63,15,7,61,16,7
15,1/16/2021,54,24,9,63,14,6,56,17,11,66,10,8,61,21,10,,13,10,61,17,7,64,15,8,60,17,9
16,1/16/2021,53,26,8,63,15,0,56,17,8,61,11,15,60,22,8,73,13,17,60,18,8,64,15,8,58,21,7
17,1/16/2021,53,24,7,63,15,0,55,18,9,60,11,11,59,23,6,72,15,13,59,22,5,63,18,11,56,26,6
18,1/16/2021,47,30,6,57,22,0,52,22,3,55,13,6,53,34,3,67,20,10,57,25,5,59,20,8,54,27,7
19,1/16/2021,39,57,8,41,55,0,51,24,0,53,13,6,47,44,3,59,27,8,54,26,5,54,25,0,49,36,7
20,1/16/2021,37,65,6,40,55,0,49,31,7,52,15,13,44,51,3,59,29,9,47,39,9,52,30,0,48,35,6
21,1/16/2021,38,65,0,41,53,0,49,29,5,48,16,10,43,56,0,58,29,9,42,55,10,47,39,0,46,40,5
22,1/16/2021,34,70,6,43,53,3,48,32,0,47,18,11,39,67,0,54,35,10,36,62,9,46,42,3,46,39,0
23,1/16/2021,36,70,7,42,58,3,49,28,6,48,19,13,40,68,0,51,46,9,35,61,9,43,49,0,47,33,6
24,1/16/2021,37,67,7,44,60,0,43,40,7,44,22,7,39,67,0,49,50,8,33,66,9,43,56,0,45,38,0
1,1/17/2021,37,67,7,45,52,0,43,40,7,40,24,5,39,67,0,48,52,8,33,66,9,44,51,0,44,39,5
2,1/17/2021,34,64,7,47,61,0,41,45,10,44,23,0,39,70,0,46,58,11,31,72,8,44,55,0,42,44,6
3,1/17/2021,34,70,8,45,58,3,43,42,11,39,26,0,39,70,3,46,63,9,28,78,7,45,52,6,40,46,3
4,1/17/2021,34,64,8,45,58,0,42,45,14,33,30,3,43,63,5,44,71,8,30,72,11,44,51,6,40,47,7
5,1/17/2021,32,64,8,46,51,5,42,43,9,32,30,3,41,76,0,52,66,11,29,75,6,42,53,6,39,50,6
6,1/17/2021,30,66,8,43,65,3,44,45,9,32,32,0,42,68,0,48,74,5,28,78,8,40,58,7,41,41,3
7,1/17/2021,30,66,6,39,62,6,43,49,8,30,30,5,40,73,0,47,74,7,27,81,5,38,62,7,37,52,7
8,1/17/2021,29,66,7,43,56,6,41,55,8,31,29,0,38,79,0,45,77,5,27,78,3,38,62,8,36,61,7
9,1/17/2021,30,66,8,51,44,0,45,49,9,40,24,3,48,56,6,50,66,7,32,75,6,46,47,7,41,56,5
10,1/17/2021,38,55,10,59,29,6,48,46,8,46,22,0,56,36,8,56,55,7,41,53,8,57,32,6,45,50,7
11,1/17/2021,42,43,11,62,28,7,51,41,7,53,18,7,61,29,10,60,53,3,47,37,8,63,22,3,49,40,10
12,1/17/2021,45,35,8,64,24,0,55,34,5,57,18,0,64,26,9,65,49,3,49,35,0,65,34,11,52,33,10
13,1/17/2021,47,30,11,66,22,5,57,28,9,63,13,6,67,22,11,66,50,5,52,27,0,67,37,10,53,32,9
14,1/17/2021,48,32,10,68,22,9,58,27,10,66,11,11,67,21,7,69,49,6,53,27,3,,31,8,54,30,5
15,1/17/2021,49,31,5,68,22,5,60,23,14,66,10,11,68,21,8,70,46,3,56,24,3,69,31,7,54,30,8
16,1/17/2021,50,29,8,68,21,6,60,24,13,66,11,11,67,21,8,71,44,0,57,24,6,68,30,3,54,30,6
17,1/17/2021,48,32,7,65,26,9,59,25,8,64,12,11,65,24,7,71,44,0,57,24,3,68,31,9,53,33,7
18,1/17/2021,44,35,7,61,29,0,54,33,8,59,13,7,57,36,0,67,51,3,53,30,5,64,34,6,47,41,3
19,1/17/2021,38,43,8,50,44,6,51,32,10,54,16,9,52,47,5,64,54,0,48,37,9,63,37,0,47,39,0
20,1/17/2021,34,50,10,46,56,0,49,35,6,53,18,6,56,37,0,59,64,0,44,45,7,58,36,7,46,42,3
21,1/17/2021,32,56,11,44,60,0,49,33,3,49,21,9,48,54,0,56,75,0,42,51,7,54,37,3,44,46,6
22,1/17/2021,32,59,10,42,65,0,40,51,6,49,21,9,45,61,0,55,72,8,42,51,9,53,38,3,40,56,6
23,1/17/2021,34,61,16,42,65,0,42,49,5,47,20,8,44,63,0,56,81,7,37,62,7,50,44,0,36,64,8
24,1/17/2021,30,69,14,42,65,0,40,55,7,46,18,10,48,56,3,55,87,7,37,62,7,50,44,0,38,62,11
